activity,activityuom,customershipto,customerpersonnum,productsalesusenum,Request_ID,Sequence
32,2,2100001471,3000100217,3035,6000341386,1
20,2,2100001471,3000100217,387,6000341387,1
6,2,2100001471,3000100217,483,6000341388,1
1,2,2100001471,3000100217,464,6000341389,1
20,2,2100001471,3000100217,387,6000341390,1
3,2,2100001471,3000100217,391,6000341391,1
24,2,2100001471,3000100217,3035,6000341392,1
20,2,2100001471,3000111968,387,6000341393,1
6,2,2100001471,3000003088,391,6000341394,1
1,2,2100001471,3000111968,468,6000341395,1
8,2,2100001471,3000045956,487,6000341396,1
8,2,2100001471,3000045956,487,6000341397,1
8,2,2100001471,3000045956,487,6000341398,1
8,2,2100001471,3000045956,487,6000341399,1
25,2,2100001471,3000045956,487,6000341400,1
8,2,2100001471,3000045956,487,6000341401,1
25,2,2100001471,3000045956,487,6000341402,1
25,2,2100001471,3000045956,487,6000341403,1
8,2,2100001471,3000045956,487,6000341404,1
8,2,2100001471,3000045956,487,6000341405,1
25,2,2100001471,3000045956,487,6000341406,1
25,2,2100001471,3000045956,487,6000341407,1
8,2,2100001471,3000045956,487,6000341408,1
25,2,2100001471,3000045956,487,6000341409,1
25,2,2100001471,3000045956,487,6000341410,1
25,2,2100001471,3000045956,487,6000341411,1
25,2,2100001471,3000045956,487,6000341412,1
8,2,2100001471,3000045956,487,6000341413,1
19.6,2,2100001471,810006413,387,6000341414,1
10,2,2100001471,810006413,487,6000341415,1
10,2,2100001471,810006413,487,6000341416,1
32,2,2100001471,810006413,487,6000341417,1
10,2,2100001471,810006413,487,6000341418,1
20,2,2100001471,810006413,430,6000341419,1
29,2,2100001471,810006413,487,6000341420,1
32,2,2100001471,810006413,487,6000341421,1
10,2,2100001471,810006413,487,6000341422,1
19.6,2,2100001471,810006413,387,6000341423,1
29,2,2100001471,810006413,487,6000341424,1
28,2,2100001471,810006413,487,6000341425,1
27,2,2100001471,810006413,487,6000341426,1
27,2,2100001471,810006413,487,6000341427,1
27,2,2100001471,810006413,487,6000341428,1
10,2,2100001471,3000068291,487,6000341429,1
10,2,2100001471,3000068291,487,6000341430,1
33,2,2100001471,810005639,487,6000341431,1
8,2,2100001471,810005639,487,6000341432,1
5.4,2,2100001471,340002460,14843,6000341433,1
8,2,2100001471,1000001980,3035,6000341434,1
33,2,2100001471,3000110106,483,6000341435,1
8,2,2100001471,810005639,487,6000341436,1
31,2,2100001471,810005639,487,6000341437,1
30,2,2100001471,140000822,522,6000341438,1
10,2,2100001471,140000822,4176,6000341439,1
45,2,2100001471,3000044253,3035,6000341440,1
10,2,2100001471,1000001980,398,6000341441,1
30,2,2100001471,1000001980,482,6000341442,1
14,2,2100001471,3000044253,3035,6000341443,1
15,2,2100001471,3000044253,3035,6000341444,1
43,2,2100001471,3000044253,483,6000341445,1
45,2,2100001471,3000044253,483,6000341446,1
35,2,2100001471,1000001980,483,6000341447,1
6,2,2100001471,1000001980,391,6000341448,1
8,2,2100001471,1000001980,3035,6000341449,1
35,2,2100001471,1000001980,483,6000341450,1
44,2,2100001471,3000044253,483,6000341451,1
33,2,2100001471,3000044253,483,6000341452,1
35,2,2100001471,1000001980,483,6000341453,1
6,2,2100001471,1000001980,391,6000341454,1
25,2,2100001471,1000001980,387,6000341455,1
15,2,2100001471,3000044253,3035,6000341456,1
45,2,2100001471,3000044253,483,6000341457,1
10,2,2100001471,3000044253,3035,6000341458,1
14,2,2100001471,3000044253,3035,6000341459,1
8,2,2100001471,1000001980,3035,6000341460,1
35,2,2100001471,1000001980,483,6000341461,1
8,2,2100001471,1000001980,3035,6000341462,1
35,2,2100001471,1000001980,483,6000341463,1
12,2,2100001471,3000044253,3035,6000341464,1
36,2,2100001471,3000044253,483,6000341465,1
6,2,2100001471,1000001980,391,6000341466,1
20,2,2100001471,1480001868,387,6000341467,1
20,2,2100001471,3000012252,349,6000341468,1
0.45,2,2100001471,3000012252,2635,6000341469,1
1,2,2100001471,3000012252,468,6000341470,1
30,2,2100001471,1000001980,482,6000341471,1
35,2,2100001471,1000001980,483,6000341472,1
20,2,2100001471,3000012252,349,6000341473,1
30,2,2100001471,3000044253,483,6000341474,1
2,2,2100001471,3000012252,2635,6000341475,1
10,2,2100001471,3000012252,398,6000341476,1
5,2,2100001471,3000012252,378,6000341477,1
1,2,2100001471,3000012252,468,6000341478,1
5,2,2100001471,3000012252,378,6000341479,1
30,2,2100001471,3000012252,430,6000341480,1
11,2,2100001471,3000044253,3035,6000341481,1
8,2,2100001471,1000001980,3035,6000341482,1
8,2,2100001471,3000074620,482,6000341483,1
24,2,2100001471,3000074620,482,6000341484,1
1.2,2,2100001471,3000042257,2634,6000341485,1
5.4,2,2100001471,340002461,14843,6000341486,1
10,2,2100001471,1000003052,4176,6000341487,1
30,2,2100001471,1000003052,522,6000341488,1
10,2,2100001471,1000003052,4176,6000341489,1
30,2,2100001471,1000003052,522,6000341490,1
10,2,2100001471,1000003052,4176,6000341491,1
10,2,2100001471,1000003052,4176,6000341492,1
30,2,2100001471,1000003052,522,6000341493,1
10,2,2100001471,1000003052,4176,6000341494,1
30,2,2100001471,1000003052,522,6000341495,1
30,2,2100001471,1000003052,522,6000341496,1
32,2,2100001471,1000003365,522,6000341497,1
28,2,2100001471,1000003365,522,6000341498,1
32,2,2100001471,1000003365,522,6000341499,1
9,2,2100001471,1000003365,4176,6000341500,1
8,2,2100001471,1000003365,4176,6000341501,1
7,2,2100001471,1000003365,4176,6000341502,1
8,2,2100001471,1000003365,4176,6000341503,1
36,2,2100001471,1000003365,522,6000341504,1
32,2,2100001471,1000003365,522,6000341505,1
7,2,2100001471,1000003365,4176,6000341506,1
28,2,2100001471,1000003365,522,6000341507,1
8,2,2100001471,1000003365,4176,6000341508,1
36,2,2100001471,1000003365,522,6000341509,1
9,2,2100001471,1000003365,4176,6000341510,1
8,2,2100001471,1000003365,4176,6000341511,1
7,2,2100001471,1000003365,4176,6000341512,1
32,2,2100001471,1000003365,522,6000341513,1
28,2,2100001471,1000003365,522,6000341514,1
32,2,2100001471,1000003365,522,6000341515,1
7,2,2100001471,1000003365,4176,6000341516,1
8,2,2100001471,1000003365,4176,6000341517,1
8,2,2100001471,1000003365,4176,6000341518,1
9,2,2100001471,1000003365,4176,6000341519,1
36,2,2100001471,1000003365,522,6000341520,1
28,2,2100001471,1000003365,522,6000341521,1
32,2,2100001471,1000003365,522,6000341522,1
30,2,2100001471,2010001745,521,6000341523,1
10,2,2100001471,2010001745,521,6000341524,1
30,2,2100001471,2010001745,521,6000341525,1
10,2,2100001471,2010001745,521,6000341526,1
30,2,2100001471,2010001745,15185,6000341527,1
25,2,2100001471,3000042257,488,6000341528,1
10,2,2100001471,1000002801,487,6000341529,1
10,2,2100001471,1000002801,487,6000341530,1
10,2,2100001471,1000002801,487,6000341531,1
10,2,2100001471,1000002801,487,6000341532,1
30,2,2100001471,1000002801,487,6000341533,1
30,2,2100001471,1000002801,487,6000341534,1
10,2,2100001471,1000002801,487,6000341535,1
30,2,2100001471,1000002801,487,6000341536,1
20,2,2100001471,1000002801,487,6000341537,1
30,2,2100001471,1000002801,487,6000341538,1
22,2,2100001471,1000002801,487,6000341539,1
20,2,2100001471,1000002801,487,6000341540,1
30,2,2100001471,1000002801,487,6000341541,1
20,2,2100001471,830001021,487,6000341542,1
10,2,2100001471,3000046615,3035,6000341543,1
10,2,2100001471,3000046615,3035,6000341544,1
10,2,2100001471,3000046615,3035,6000341545,1
10,2,2100001471,3000046615,3035,6000341546,1
10,2,2100001471,3000046615,3035,6000341547,1
10,2,2100001471,3000046615,3035,6000341548,1
10,2,2100001471,3000046615,3035,6000341549,1
30,2,2100001471,3000046615,483,6000341550,1
10,2,2100001471,3000046615,3035,6000341551,1
30,2,2100001471,3000046615,483,6000341552,1
30,2,2100001471,3000046615,483,6000341553,1
30,2,2100001471,3000046615,483,6000341554,1
30,2,2100001471,3000046615,483,6000341555,1
30,2,2100001471,3000046615,483,6000341556,1
30,2,2100001471,3000046615,483,6000341557,1
30,2,2100001471,3000046615,483,6000341558,1
26,2,2100001471,3000085007,526,6000341559,1
8,2,2100001471,3000085007,526,6000341560,1
30,2,2100001471,360000446,522,6000341561,1
5.4,2,2100001471,940001386,14843,6000341562,1
24,2,2100001471,960000854,521,6000341563,1
8,2,2100001471,960000854,521,6000341564,1
8,2,2100001471,960000854,521,6000341565,1
24,2,2100001471,960000854,521,6000341566,1
8,2,2100001471,960000854,521,6000341567,1
8,2,2100001471,960000854,521,6000341568,1
24,2,2100001471,960000854,521,6000341569,1
24,2,2100001471,960000854,521,6000341570,1
24,2,2100001471,960000854,521,6000341571,1
8,2,2100001471,960000854,521,6000341572,1
8,2,2100001471,960000854,521,6000341573,1
24,2,2100001471,960000854,521,6000341574,1
24,2,2100001471,960000854,521,6000341575,1
8,2,2100001471,960000854,521,6000341576,1
25,2,2100001471,3000033520,387,6000341577,1
25,2,2100001471,3000033520,387,6000341578,1
25,2,2100001471,3000033520,387,6000341579,1
25,2,2100001471,3000033520,387,6000341580,1
25,2,2100001471,3000033520,387,6000341581,1
6,2,2100001471,3000033520,391,6000341582,1
36,2,2100001471,1330001973,483,6000341583,1
9,2,2100001471,1330001973,3035,6000341584,1
30,2,2100001471,750002600,522,6000341585,1
30,2,2100001471,750002600,522,6000341586,1
30,2,2100001471,750002600,522,6000341587,1
10,2,2100001471,750002600,4176,6000341588,1
10,2,2100001471,750002600,4176,6000341589,1
10,2,2100001471,750002600,4176,6000341590,1
10,2,2100001471,750002600,4176,6000341591,1
10,2,2100001471,750002600,4176,6000341592,1
30,2,2100001471,750002600,522,6000341593,1
30,2,2100001471,750002600,522,6000341594,1
10,2,2100001471,3000077589,3035,6000341595,1
25,2,2100001471,110000371,521,6000341596,1
8,2,2100001471,110000371,521,6000341597,1
8,2,2100001471,110000371,521,6000341598,1
25,2,2100001471,110000371,521,6000341599,1
30,2,2100001471,3000077589,483,6000341600,1
8,2,2100001471,1540002015,487,6000341601,1
24,2,2100001471,1540002015,487,6000341602,1
15,2,2100001471,1540002015,483,6000341603,1
6,2,2100001471,3000045287,391,6000341604,1
10,2,2100001471,1100003617,6297,6000341605,1
5,2,2100001471,3000081089,391,6000341606,1
8,2,2100001471,270002142,482,6000341607,1
8,2,2100001471,270002142,482,6000341608,1
25,2,2100001471,270002142,482,6000341609,1
25,2,2100001471,270002142,482,6000341610,1
25.2,2,2100001471,270002142,482,6000341611,1
30,2,2100001471,3000091022,526,6000341612,1
10,2,2100001471,3000091022,526,6000341613,1
10,2,2100001471,3000091022,526,6000341614,1
30,2,2100001471,3000091022,487,6000341615,1
10,2,2100001471,3000091022,487,6000341616,1
30,2,2100001471,3000091022,487,6000341617,1
10,2,2100001471,360000446,4176,6000341618,1
10,2,2100001471,3000091022,487,6000341619,1
30,2,2100001471,3000091022,487,6000341620,1
30,2,2100001471,3000091022,487,6000341621,1
30,2,2100001471,3000091022,487,6000341622,1
10,2,2100001471,3000091022,526,6000341623,1
10,2,2100001471,3000091022,526,6000341624,1
10,2,2100001471,3000091022,526,6000341625,1
30,2,2100001471,3000091022,526,6000341626,1
30,2,2100001471,3000091022,526,6000341627,1
10,2,2100001471,3000091022,526,6000341628,1
10,2,2100001471,3000091022,526,6000341629,1
10,2,2100001471,3000091022,526,6000341630,1
30,2,2100001471,3000091022,526,6000341631,1
30,2,2100001471,3000091022,526,6000341632,1
30,2,2100001471,3000091022,526,6000341633,1
30,2,2100001471,3000091022,526,6000341634,1
30,2,2100001471,3000091022,526,6000341635,1
10,2,2100001471,3000091022,487,6000341636,1
25,2,2100001471,2070000400,387,6000341637,1
25,2,2100001471,2070000400,387,6000341638,1
8,2,2100001471,420001232,3035,6000341639,1
25,2,2100001471,420001232,483,6000341640,1
8,2,2100001471,420001232,3035,6000341641,1
8,2,2100001471,420001232,3035,6000341642,1
25,2,2100001471,420001232,483,6000341643,1
25,2,2100001471,420001232,483,6000341644,1
30,2,2100001471,3000039030,482,6000341645,1
6,2,2100001471,3000039030,391,6000341646,1
30,2,2100001471,3000039030,482,6000341647,1
25,2,2100001471,3000039030,387,6000341648,1
10,2,2100001471,3000039030,482,6000341649,1
15,2,2100001471,3000097695,6284,6000341650,1
10,2,2100001471,1000002944,378,6000341651,1
40,2,2100001471,1000002944,273,6000341652,1
7,2,2100001471,1540002015,3035,6000341653,1
21,2,2100001471,1540002015,483,6000341654,1
21,2,2100001471,1540002015,483,6000341655,1
7,2,2100001471,1540002015,3035,6000341656,1
21,2,2100001471,1540002015,483,6000341657,1
21,2,2100001471,1540002015,483,6000341658,1
7,2,2100001471,1540002015,3035,6000341659,1
7,2,2100001471,1540002015,3035,6000341660,1
7,2,2100001471,1540002015,3035,6000341661,1
21,2,2100001471,1540002015,483,6000341662,1
4,2,2100001471,3000110193,378,6000341663,1
25,2,2100001471,940002045,483,6000341664,1
8,2,2100001471,940002045,3035,6000341665,1
8,2,2100001471,940002045,3035,6000341666,1
8,2,2100001471,940002045,3035,6000341667,1
25,2,2100001471,940002045,483,6000341668,1
8,2,2100001471,940002045,3035,6000341669,1
25,2,2100001471,940002045,483,6000341670,1
25,2,2100001471,940002045,483,6000341671,1
25,2,2100001471,940002045,483,6000341672,1
25,2,2100001471,940002045,483,6000341673,1
25,2,2100001471,940002045,483,6000341674,1
8,2,2100001471,940002045,3035,6000341675,1
8,2,2100001471,940002045,3035,6000341676,1
15,2,2100001471,3000093213,6297,6000341677,1
15,2,2100001471,3000093213,6297,6000341678,1
15,2,2100001471,3000093213,6297,6000341679,1
15,2,2100001471,3000093213,6297,6000341680,1
15,2,2100001471,3000093213,6297,6000341681,1
8,2,2100001471,340000891,3035,6000341682,1
8,2,2100001471,340000891,3035,6000341683,1
8,2,2100001471,340000891,3035,6000341684,1
26,2,2100001471,340000891,483,6000341685,1
22,2,2100001471,340000891,483,6000341686,1
26,2,2100001471,340000891,483,6000341687,1
8,2,2100001471,340000891,3035,6000341688,1
7,2,2100001471,340000891,3035,6000341689,1
26,2,2100001471,340000891,483,6000341690,1
26,2,2100001471,340000891,483,6000341691,1
6,2,2100001471,3000002803,382,6000341692,1
600,1,2100001471,940000057,13333,6000341693,1
0.7,2,2100001471,140001762,2635,6000341694,1
20,2,2100001471,140001762,522,6000341695,1
10,2,2100001471,140001762,398,6000341696,1
20,2,2100001471,140001762,4176,6000341697,1
20,2,2100001471,140001762,349,6000341698,1
20,2,2100001471,140001762,522,6000341699,1
20,2,2100001471,3000039521,6346,6000341700,1
15,2,2100001471,3000039521,6297,6000341701,1
15,2,2100001471,3000039521,6297,6000341702,1
15,2,2100001471,3000039521,6297,6000341703,1
15,2,2100001471,3000039521,6297,6000341704,1
15,2,2100001471,3000039521,6297,6000341705,1
15,2,2100001471,3000039521,6297,6000341706,1
20,2,2100001471,3000039521,387,6000341707,1
8,2,2100001471,3000064297,4176,6000341708,1
8,2,2100001471,3000064297,4176,6000341709,1
25,2,2100001471,3000064297,522,6000341710,1
8,2,2100001471,3000064297,4176,6000341711,1
8,2,2100001471,3000064297,4176,6000341712,1
25,2,2100001471,3000064297,522,6000341713,1
25,2,2100001471,3000064297,4176,6000341714,1
25,2,2100001471,3000064297,522,6000341715,1
25,2,2100001471,3000064297,522,6000341716,1
10,2,2100001471,3000027116,4176,6000341717,1
30,2,2100001471,3000027116,522,6000341718,1
15,2,2100001471,3000065710,6287,6000341719,1
25,2,2100001471,940000057,273,6000341720,1
25,2,2100001471,940001528,482,6000341721,1
20,2,2100001471,940001528,387,6000341722,1
8,2,2100001471,940001528,3035,6000341723,1
10,2,2100001471,600002776,3035,6000341724,1
35,2,2100001471,600002776,483,6000341725,1
30,2,2100001471,600002776,483,6000341726,1
8,2,2100001471,150001284,3035,6000341727,1
5,2,2100001471,150001284,391,6000341728,1
25,2,2100001471,150001284,483,6000341729,1
9,2,2100001471,810004633,6284,6000341730,1
11.5,2,2100001471,810004633,6284,6000341731,1
11.5,2,2100001471,810004633,6284,6000341732,1
11,2,2100001471,810004633,6284,6000341733,1
10,2,2100001471,810004633,391,6000341734,1
19.6,2,2100001471,810004633,387,6000341735,1
11.5,2,2100001471,810004633,6284,6000341736,1
19.6,2,2100001471,810004633,387,6000341737,1
8.5,2,2100001471,810004633,6284,6000341738,1
8,2,2100001471,810004633,6284,6000341739,1
8,2,2100001471,810004633,6284,6000341740,1
11,2,2100001471,810004633,6284,6000341741,1
5,2,2100001471,810004633,398,6000341742,1
12,2,2100001471,940000057,522,6000341743,1
8,2,2100001471,3000001087,3035,6000341744,1
6,2,2100001471,3000001087,378,6000341745,1
25,2,2100001471,3000001087,483,6000341746,1
25,2,2100001471,3000001087,483,6000341747,1
8,2,2100001471,3000001087,3035,6000341748,1
10,2,2100001471,3000001087,391,6000341749,1
12,2,2100001471,940000057,522,6000341750,1
20,2,2100001471,420001581,387,6000341751,1
20,2,2100001471,420001581,387,6000341752,1
10,2,2100001471,940001965,4176,6000341753,1
10,2,2100001471,940001965,4176,6000341754,1
1,2,2100001471,940001965,2255,6000341755,1
30,2,2100001471,940001965,522,6000341756,1
10,2,2100001471,940001965,4176,6000341757,1
30,2,2100001471,940001965,522,6000341758,1
30,2,2100001471,940001965,522,6000341759,1
30,2,2100001471,940001965,522,6000341760,1
10,2,2100001471,940001965,4176,6000341761,1
30,2,2100001471,940001965,522,6000341762,1
10,2,2100001471,940001965,4176,6000341763,1
10,2,2100001471,940001965,4176,6000341764,1
30,2,2100001471,940001965,522,6000341765,1
10,2,2100001471,940001965,4176,6000341766,1
10,2,2100001471,940001965,4176,6000341767,1
30,2,2100001471,940001965,522,6000341768,1
30,2,2100001471,940001965,522,6000341769,1
10,2,2100001471,940001965,4176,6000341770,1
30,2,2100001471,940001965,522,6000341771,1
10,2,2100001471,3000081638,422,6000341772,1
500,1,2100001471,3000113733,13333,6000341773,1
500,1,2100001471,3000113733,13333,6000341774,1
8,2,2100001471,3000113733,521,6000341775,1
8,2,2100001471,3000113733,521,6000341776,1
20,2,2100001471,3000113733,6346,6000341777,1
500,1,2100001471,3000113733,13333,6000341778,1
24,2,2100001471,3000113733,521,6000341779,1
500,1,2100001471,3000113733,13333,6000341780,1
24,2,2100001471,3000113733,521,6000341781,1
10,2,2100001471,3000081638,482,6000341782,1
10,2,2100001471,3000081638,482,6000341783,1
10,2,2100001471,3000081638,482,6000341784,1
10,2,2100001471,3000081638,482,6000341785,1
10,2,2100001471,3000081638,482,6000341786,1
10,2,2100001471,3000081638,482,6000341787,1
10,2,2100001471,3000081638,482,6000341788,1
10,2,2100001471,3000081638,482,6000341789,1
25,2,2100001471,360000446,387,6000341790,1
4,2,2100001471,1000001284,546,6000341791,1
30,2,2100001471,3000081638,482,6000341792,1
30,2,2100001471,3000081638,482,6000341793,1
30,2,2100001471,3000081638,482,6000341794,1
30,2,2100001471,3000081638,482,6000341795,1
30,2,2100001471,3000081638,482,6000341796,1
30,2,2100001471,3000081638,482,6000341797,1
30,2,2100001471,3000081638,482,6000341798,1
30,2,2100001471,3000081638,482,6000341799,1
1,2,2100001471,3000111968,2634,6000341800,1
8,2,2100001471,3000045261,3035,6000341801,1
8,2,2100001471,3000045261,3035,6000341802,1
8,2,2100001471,3000045261,3035,6000341803,1
24,2,2100001471,3000045261,483,6000341804,1
8,2,2100001471,3000045261,3035,6000341805,1
8,2,2100001471,3000045261,3035,6000341806,1
8,2,2100001471,3000045261,3035,6000341807,1
24,2,2100001471,3000045261,483,6000341808,1
24,2,2100001471,3000045261,483,6000341809,1
24,2,2100001471,3000045261,483,6000341810,1
24,2,2100001471,3000045261,483,6000341811,1
24,2,2100001471,3000045261,483,6000341812,1
20,2,2100001471,3000036173,387,6000341813,1
10,2,2100001471,3000121015,522,6000341814,1
1,2,2100001471,3000111968,2634,6000341815,1
8,2,2100001471,3000046020,487,6000341816,1
24,2,2100001471,3000046020,487,6000341817,1
8,2,2100001471,3000046020,487,6000341818,1
24,2,2100001471,3000046020,487,6000341819,1
24,2,2100001471,3000046020,487,6000341820,1
8,2,2100001471,3000046020,487,6000341821,1
8,2,2100001471,3000046020,487,6000341822,1
8,2,2100001471,3000046020,487,6000341823,1
8,2,2100001471,3000046020,487,6000341824,1
24,2,2100001471,3000046020,487,6000341825,1
8,2,2100001471,3000046020,487,6000341826,1
8,2,2100001471,3000046020,487,6000341827,1
24,2,2100001471,3000046020,487,6000341828,1
8,2,2100001471,3000046020,487,6000341829,1
8,2,2100001471,3000046020,487,6000341830,1
24,2,2100001471,3000046020,487,6000341831,1
24,2,2100001471,3000046020,487,6000341832,1
24,2,2100001471,3000046020,487,6000341833,1
24,2,2100001471,3000046020,487,6000341834,1
24,2,2100001471,3000046020,487,6000341835,1
1,2,2100001471,3000111968,2634,6000341836,1
1,2,2100001471,3000111968,2634,6000341837,1
24,2,2100001471,3000121015,522,6000341838,1
12,2,2100001471,3000121015,522,6000341839,1
8,2,2100001471,3000121015,4176,6000341840,1
8,2,2100001471,3000121015,4176,6000341841,1
12,2,2100001471,3000121015,522,6000341842,1
2,2,2100001471,3000121015,4518,6000341843,1
24,2,2100001471,3000121015,522,6000341844,1
1,2,2100001471,3000111968,2634,6000341845,1
1,2,2100001471,3000111968,2634,6000341846,1
1,2,2100001471,3000111968,2634,6000341847,1
1,2,2100001471,300001832,468,6000341848,1
8,2,2100001471,3000002168,4176,6000341849,1
25,2,2100001471,3000002168,522,6000341850,1
8,2,2100001471,3000002168,4176,6000341851,1
25,2,2100001471,3000002168,522,6000341852,1
8,2,2100001471,3000002168,4176,6000341853,1
25,2,2100001471,3000002168,522,6000341854,1
1,2,2100001471,3000111968,2634,6000341855,1
1,2,2100001471,3000111968,2634,6000341856,1
8,2,2100001471,3000100217,483,6000341857,1
3,2,2100001471,3000100217,391,6000341858,1
6,2,2100001471,3000100217,483,6000341859,1
24,2,2100001471,3000100217,3035,6000341860,1
20,2,2100001471,3000100217,387,6000341861,1
32,2,2100001471,3000100217,3035,6000341862,1
20,2,2100001471,3000100217,387,6000341863,1
6,2,2100001471,3000100217,483,6000341864,1
1,2,2100001471,3000100217,464,6000341865,1
20,2,2100001471,3000100217,387,6000341866,1
3,2,2100001471,3000100217,391,6000341867,1
24,2,2100001471,3000100217,3035,6000341868,1
20,2,2100001471,3000111968,387,6000341869,1
6,2,2100001471,3000003088,391,6000341870,1
1,2,2100001471,3000111968,468,6000341871,1
8,2,2100001471,3000045956,487,6000341872,1
8,2,2100001471,3000045956,487,6000341873,1
8,2,2100001471,3000045956,487,6000341874,1
8,2,2100001471,3000045956,487,6000341875,1
25,2,2100001471,3000045956,487,6000341876,1
8,2,2100001471,3000045956,487,6000341877,1
25,2,2100001471,3000045956,487,6000341878,1
25,2,2100001471,3000045956,487,6000341879,1
8,2,2100001471,3000045956,487,6000341880,1
8,2,2100001471,3000045956,487,6000341881,1
25,2,2100001471,3000045956,487,6000341882,1
25,2,2100001471,3000045956,487,6000341883,1
8,2,2100001471,3000045956,487,6000341884,1
25,2,2100001471,3000045956,487,6000341885,1
25,2,2100001471,3000045956,487,6000341886,1
25,2,2100001471,3000045956,487,6000341887,1
25,2,2100001471,3000045956,487,6000341888,1
8,2,2100001471,3000045956,487,6000341889,1
19.6,2,2100001471,810006413,387,6000341890,1
10,2,2100001471,810006413,487,6000341891,1
10,2,2100001471,810006413,487,6000341892,1
32,2,2100001471,810006413,487,6000341893,1
10,2,2100001471,810006413,487,6000341894,1
20,2,2100001471,810006413,430,6000341895,1
29,2,2100001471,810006413,487,6000341896,1
32,2,2100001471,810006413,487,6000341897,1
10,2,2100001471,810006413,487,6000341898,1
19.6,2,2100001471,810006413,387,6000341899,1
29,2,2100001471,810006413,487,6000341900,1
28,2,2100001471,810006413,487,6000341901,1
27,2,2100001471,810006413,487,6000341902,1
27,2,2100001471,810006413,487,6000341903,1
27,2,2100001471,810006413,487,6000341904,1
10,2,2100001471,3000068291,487,6000341905,1
10,2,2100001471,3000068291,487,6000341906,1
33,2,2100001471,810005639,487,6000341907,1
8,2,2100001471,810005639,487,6000341908,1
5.4,2,2100001471,340002460,14843,6000341909,1
8,2,2100001471,1000001980,3035,6000341910,1
33,2,2100001471,3000110106,483,6000341911,1
8,2,2100001471,810005639,487,6000341912,1
31,2,2100001471,810005639,487,6000341913,1
30,2,2100001471,140000822,522,6000341914,1
10,2,2100001471,140000822,4176,6000341915,1
45,2,2100001471,3000044253,3035,6000341916,1
10,2,2100001471,1000001980,398,6000341917,1
30,2,2100001471,1000001980,482,6000341918,1
14,2,2100001471,3000044253,3035,6000341919,1
15,2,2100001471,3000044253,3035,6000341920,1
43,2,2100001471,3000044253,483,6000341921,1
45,2,2100001471,3000044253,483,6000341922,1
35,2,2100001471,1000001980,483,6000341923,1
6,2,2100001471,1000001980,391,6000341924,1
8,2,2100001471,1000001980,3035,6000341925,1
35,2,2100001471,1000001980,483,6000341926,1
44,2,2100001471,3000044253,483,6000341927,1
33,2,2100001471,3000044253,483,6000341928,1
35,2,2100001471,1000001980,483,6000341929,1
6,2,2100001471,1000001980,391,6000341930,1
25,2,2100001471,1000001980,387,6000341931,1
15,2,2100001471,3000044253,3035,6000341932,1
45,2,2100001471,3000044253,483,6000341933,1
10,2,2100001471,3000044253,3035,6000341934,1
14,2,2100001471,3000044253,3035,6000341935,1
8,2,2100001471,1000001980,3035,6000341936,1
35,2,2100001471,1000001980,483,6000341937,1
8,2,2100001471,1000001980,3035,6000341938,1
35,2,2100001471,1000001980,483,6000341939,1
12,2,2100001471,3000044253,3035,6000341940,1
36,2,2100001471,3000044253,483,6000341941,1
6,2,2100001471,1000001980,391,6000341942,1
20,2,2100001471,1480001868,387,6000341943,1
20,2,2100001471,3000012252,349,6000341944,1
0.45,2,2100001471,3000012252,2635,6000341945,1
1,2,2100001471,3000012252,468,6000341946,1
30,2,2100001471,1000001980,482,6000341947,1
35,2,2100001471,1000001980,483,6000341948,1
20,2,2100001471,3000012252,349,6000341949,1
30,2,2100001471,3000044253,483,6000341950,1
2,2,2100001471,3000012252,2635,6000341951,1
10,2,2100001471,3000012252,398,6000341952,1
5,2,2100001471,3000012252,378,6000341953,1
1,2,2100001471,3000012252,468,6000341954,1
5,2,2100001471,3000012252,378,6000341955,1
30,2,2100001471,3000012252,430,6000341956,1
11,2,2100001471,3000044253,3035,6000341957,1
8,2,2100001471,1000001980,3035,6000341958,1
8,2,2100001471,3000074620,482,6000341959,1
24,2,2100001471,3000074620,482,6000341960,1
1.2,2,2100001471,3000042257,2634,6000341961,1
5.4,2,2100001471,340002461,14843,6000341962,1
10,2,2100001471,1000003052,4176,6000341963,1
30,2,2100001471,1000003052,522,6000341964,1
10,2,2100001471,1000003052,4176,6000341965,1
30,2,2100001471,1000003052,522,6000341966,1
10,2,2100001471,1000003052,4176,6000341967,1
10,2,2100001471,1000003052,4176,6000341968,1
30,2,2100001471,1000003052,522,6000341969,1
10,2,2100001471,1000003052,4176,6000341970,1
30,2,2100001471,1000003052,522,6000341971,1
30,2,2100001471,1000003052,522,6000341972,1
32,2,2100001471,1000003365,522,6000341973,1
28,2,2100001471,1000003365,522,6000341974,1
32,2,2100001471,1000003365,522,6000341975,1
9,2,2100001471,1000003365,4176,6000341976,1
8,2,2100001471,1000003365,4176,6000341977,1
7,2,2100001471,1000003365,4176,6000341978,1
8,2,2100001471,1000003365,4176,6000341979,1
36,2,2100001471,1000003365,522,6000341980,1
32,2,2100001471,1000003365,522,6000341981,1
7,2,2100001471,1000003365,4176,6000341982,1
28,2,2100001471,1000003365,522,6000341983,1
8,2,2100001471,1000003365,4176,6000341984,1
36,2,2100001471,1000003365,522,6000341985,1
9,2,2100001471,1000003365,4176,6000341986,1
8,2,2100001471,1000003365,4176,6000341987,1
7,2,2100001471,1000003365,4176,6000341988,1
32,2,2100001471,1000003365,522,6000341989,1
